central_bank_code,left_indicator_key,left_indicator,left_category,left_importance,right_indicator_key,right_indicator,right_category,right_importance,observations,correlation,abs_correlation
FED,core_cpi_yoy,Core CPI (YoY),Inflation,1,nfib_business_optimism,NFIB Business Optimism Index,Sentiment,3,35,-0.5620816937079451,0.5620816937079451
RBNZ,labour_cost_index_yoy,Labour Cost Index (YoY),Labor,2,unemployment_rate,Unemployment Rate,Labor,1,25,-0.5618950314583145,0.5618950314583145
BOJ,ppi_mom,PPI (MoM),Inflation,2,tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,2,23,0.5613151612383193,0.5613151612383193
ECB,consumer_confidence,Consumer Confidence,Sentiment,2,cpi_headline_yoy,Headline HICP (YoY),Inflation,1,76,-0.5612928908609021,0.5612928908609021
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,export_price_index_qoq,Export Price Index (QoQ),Inflation,2,23,0.5611177052757801,0.5611177052757801
FED,core_ppi_mom,Core PPI (MoM),Inflation,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,32,0.5610870067758087,0.5610870067758087
BOE,cbi_business_optimism,CBI Business Optimism Index,Sentiment,3,claimant_count_change,Claimant Count Change,Labor,2,24,-0.5610770297745541,0.5610770297745541
BOE,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,gdp_yoy,GDP (YoY),Growth,1,71,0.5610755479881655,0.5610755479881655
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,participation_rate,Labor Force Participation Rate,Labor,2,35,-0.5608841982520699,0.5608841982520699
FED,nfib_business_optimism,NFIB Business Optimism Index,Sentiment,3,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,2,27,0.5608683945147752,0.5608683945147752
FED,export_prices_mom,Export Prices (MoM),Inflation,3,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,31,0.560009066193432,0.560009066193432
ECB,consumer_confidence,Consumer Confidence,Sentiment,2,core_cpi_yoy,Core HICP (YoY),Inflation,1,76,-0.5597588202181725,0.5597588202181725
FED,adp_employment_change,ADP Employment Change,Labor,2,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,2,28,0.5592014009524561,0.5592014009524561
FED,core_ppi_mom,Core PPI (MoM),Inflation,2,core_ppi_yoy,Core PPI (YoY),Inflation,2,32,0.5589243224092069,0.5589243224092069
FED,adp_employment_change,ADP Employment Change,Labor,2,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,28,0.5589127527933064,0.5589127527933064
FED,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,ppi_mom,PPI (MoM),Inflation,2,34,0.5582550547310128,0.5582550547310128
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,producer_price_index_yoy,Producer Price Index (YoY),Inflation,2,24,0.5578330505889477,0.5578330505889477
BOJ,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,services_pmi,S&P Global Services PMI,Growth,2,75,0.5578251298923901,0.5578251298923901
FED,average_weekly_hours,Average Weekly Hours,Labor,2,export_prices_yoy,Export Prices (YoY),Inflation,3,35,0.5577710639798967,0.5577710639798967
FED,ism_services_employment,ISM Services Employment,Growth,2,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,26,0.557597478856857,0.557597478856857
FED,import_prices_mom,Import Prices (MoM),Inflation,3,import_prices_yoy,Import Prices (YoY),Inflation,3,35,0.5568264091139606,0.5568264091139606
BOJ,ppi_mom,PPI (MoM),Inflation,2,tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,2,23,0.5566998765176108,0.5566998765176108
FED,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,unemployment_rate,Unemployment Rate,Labor,1,36,-0.5566604414532774,0.5566604414532774
BOE,core_cpi_yoy,Core CPI (YoY),Inflation,1,ppi_output_yoy,PPI Output (YoY),Inflation,3,68,0.5566419346689481,0.5566419346689481
BOE,consumer_confidence,Consumer Confidence,Sentiment,3,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,41,-0.5563003185628103,0.5563003185628103
BOE,core_cpi_yoy,Core CPI (YoY),Inflation,1,unemployment_rate,Unemployment Rate,Labor,1,75,-0.5562877493524584,0.5562877493524584
ECB,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,cpi_index,Consumer Price Index,Inflation,2,50,-0.5561942596469371,0.5561942596469371
BOJ,household_spending_yoy,Household Spending (YoY),Growth,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,75,0.5561931700941886,0.5561931700941886
FED,core_ppi_mom,Core PPI (MoM),Inflation,2,import_prices_mom,Import Prices (MoM),Inflation,3,29,0.5556222979781434,0.5556222979781434
RBA,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,23,-0.5554073358932832,0.5554073358932832
BOC,employment_change,Employment Change,Labor,1,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,3,74,0.5552630621502351,0.5552630621502351
BOJ,balance_of_trade,Balance of Trade,Growth,2,ppi_yoy,PPI (YoY),Inflation,2,75,-0.5544093980222061,0.5544093980222061
BOJ,core_cpi_yoy,Core CPI (YoY),Inflation,1,services_pmi,S&P Global Services PMI,Growth,2,74,0.5538044393233368,0.5538044393233368
FED,ppi_mom,PPI (MoM),Inflation,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,35,0.5536259032427148,0.5536259032427148
FED,core_ppi_yoy,Core PPI (YoY),Inflation,2,ppi_mom,PPI (MoM),Inflation,2,35,0.5532492495041365,0.5532492495041365
RBA,leading_index_mom,Leading Index (MoM),Growth,3,private_sector_credit_mom,Private Sector Credit (MoM),Growth,3,59,-0.5529975474269857,0.5529975474269857
BOC,ivey_pmi_sa,Ivey PMI s.a.,Growth,2,part_time_employment_change,Part-Time Employment Change,Labor,1,72,0.5522130619725834,0.5522130619725834
BOC,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,3,vehicle_sales_mom,Vehicle Sales (MoM),Growth,3,20,-0.5518711589810069,0.5518711589810069
RBA,private_sector_credit_mom,Private Sector Credit (MoM),Growth,3,unemployment_rate,Unemployment Rate,Labor,1,73,-0.5518679199405822,0.5518679199405822
BOJ,gdp_qoq,GDP (QoQ),Growth,1,retail_sales_yoy,Retail Sales (YoY),Growth,2,24,0.5518438883032651,0.5518438883032651
BOJ,imports_yoy,Imports (YoY),Growth,2,machinery_orders_yoy,Machinery Orders (YoY),Growth,2,75,0.5515185284371108,0.5515185284371108
BOJ,retail_sales_yoy,Retail Sales (YoY),Growth,2,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,0.5513344676450695,0.5513344676450695
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,ppi_mom,PPI (MoM),Inflation,2,33,-0.5503878893457306,0.5503878893457306
BOJ,household_spending_yoy,Household Spending (YoY),Growth,2,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,75,0.550197068362362,0.550197068362362
RBA,composite_pmi,Composite PMI,Growth,2,manufacturing_pmi,Manufacturing PMI,Growth,2,57,0.5500513108036246,0.5500513108036246
BOE,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,73,0.5487952308593814,0.5487952308593814
FED,cpi_index,CPI Index,Inflation,2,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,27,-0.5487951123801337,0.5487951123801337
SNB,consumer_confidence,Consumer Confidence,Sentiment,2,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,2,37,0.5486957250905277,0.5486957250905277
FED,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,2,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,30,0.5486811768582097,0.5486811768582097
FED,import_prices_mom,Import Prices (MoM),Inflation,3,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,30,0.5479093740868919,0.5479093740868919
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,import_prices_yoy,Import Prices (YoY),Inflation,3,35,0.5477542294350106,0.5477542294350106
FED,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,challenger_job_cuts,Challenger Job Cuts,Labor,3,34,0.5474611489353827,0.5474611489353827
BOC,ivey_pmi_sa,Ivey PMI s.a.,Growth,2,raw_materials_prices_yoy,Raw Materials Prices (YoY),Inflation,3,71,0.5470935960431537,0.5470935960431537
BOJ,leading_economic_index,Leading Economic Index,Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,75,0.5466650402017457,0.5466650402017457
BOC,balance_of_trade,Balance of Trade,Trade,2,manufacturing_pmi,Manufacturing PMI,Growth,2,48,0.5462781467639933,0.5462781467639933
BOE,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,ppi_output_yoy,PPI Output (YoY),Inflation,3,67,0.545539853027125,0.545539853027125
RBNZ,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,employment_change_qoq,Employment Change (QoQ),Labor,1,22,0.545176600718127,0.545176600718127
FED,cpi_index,CPI Index,Inflation,2,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,27,0.5449036246465221,0.5449036246465221
FED,export_prices_mom,Export Prices (MoM),Inflation,3,ppi_yoy,PPI (YoY),Inflation,2,34,0.5448773426240247,0.5448773426240247
BOJ,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,unemployment_rate,Unemployment Rate,Labor,2,74,-0.5448170361976659,0.5448170361976659
BOC,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,manufacturing_pmi,Manufacturing PMI,Growth,2,49,0.5443208054147515,0.5443208054147515
FED,import_prices_mom,Import Prices (MoM),Inflation,3,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,30,0.5441919110950473,0.5441919110950473
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,cpi_headline_mom,Headline CPI (MoM),Inflation,2,31,0.5439508060427372,0.5439508060427372
BOE,core_rpi_yoy,Core RPI (YoY),Inflation,3,unemployment_rate,Unemployment Rate,Labor,1,23,0.543893096897281,0.543893096897281
FED,core_ppi_yoy,Core PPI (YoY),Inflation,2,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,2,32,0.543891878959598,0.543891878959598
RBA,leading_index_mom,Leading Index (MoM),Growth,3,part_time_employment_change,Part-Time Employment Change,Labor,1,62,0.5436222017197829,0.5436222017197829
BOE,gdp_yoy,GDP (YoY),Growth,1,ppi_input_yoy,PPI Input (YoY),Inflation,3,64,0.5434789361674808,0.5434789361674808
FED,ism_services_employment,ISM Services Employment,Growth,2,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,26,0.5434303234966666,0.5434303234966666
FED,core_cpi_mom,Core CPI (MoM),Inflation,1,core_ppi_mom,Core PPI (MoM),Inflation,2,29,0.5431411941084473,0.5431411941084473
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,cpi_index,CPI Index,Inflation,2,26,-0.5431263839067819,0.5431263839067819
BOJ,exports_yoy,Exports (YoY),Growth,2,ppi_mom,PPI (MoM),Inflation,2,68,0.5428778999445789,0.5428778999445789
BOC,cpi_headline_mom,Headline CPI (MoM),Inflation,2,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,3,70,0.5427879805423499,0.5427879805423499
FED,ppi_mom,PPI (MoM),Inflation,2,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,34,0.5426521824612408,0.5426521824612408
FED,nfp,Non-Farm Payrolls,Labor,1,ppi_mom,PPI (MoM),Inflation,2,34,0.5420295191403184,0.5420295191403184
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,government_payrolls,Government Payrolls,Labor,2,31,0.5417846725994424,0.5417846725994424
RBA,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,imports_mom,Imports (MoM),Trade,2,25,0.5415537594508333,0.5415537594508333
FED,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,21,0.5412188194192287,0.5412188194192287
FED,cpi_index,CPI Index,Inflation,2,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,24,-0.5412015121619329,0.5412015121619329
BOJ,ppi_yoy,PPI (YoY),Inflation,2,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,74,0.5411479095524393,0.5411479095524393
FED,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,cpi_index,CPI Index,Inflation,2,28,-0.5409866883748096,0.5409866883748096
BOJ,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,2,25,0.5404728680694315,0.5404728680694315
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,1,61,0.5402634648049863,0.5402634648049863
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,import_prices_yoy,Import Prices (YoY),Inflation,3,34,-0.5394176836799979,0.5394176836799979
FED,adp_employment_change,ADP Employment Change,Labor,2,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,33,0.5393694407589882,0.5393694407589882
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,pce_price_index_yoy,PCE Price Index (YoY),Inflation,1,33,-0.5393401871637873,0.5393401871637873
SNB,consumer_confidence,Consumer Confidence,Sentiment,2,economic_sentiment_index,Economic Sentiment Index,Sentiment,2,43,0.5391617522329075,0.5391617522329075
BOJ,household_spending_yoy,Household Spending (YoY),Growth,2,tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,2,25,0.5389896577645159,0.5389896577645159
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,pce_price_index_yoy,PCE Price Index (YoY),Inflation,1,42,0.5389822415132477,0.5389822415132477
BOJ,cpi_index,Consumer Price Index,Inflation,2,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,24,0.538552538266351,0.538552538266351
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,import_prices_mom,Import Prices (MoM),Inflation,3,33,0.5384001580467637,0.5384001580467637
BOE,gdp_qoq,GDP (QoQ),Growth,1,retail_sales_yoy,Retail Sales (YoY),Growth,1,24,0.5376298308972484,0.5376298308972484
FED,export_prices_yoy,Export Prices (YoY),Inflation,3,ism_services_employment,ISM Services Employment,Growth,2,25,0.5375615043993851,0.5375615043993851
BOJ,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,gdp_qoq,GDP (QoQ),Growth,1,24,0.5373654190448626,0.5373654190448626
RBA,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,2,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,74,-0.5365756592722035,0.5365756592722035
BOJ,eco_watchers_current,Eco Watchers Survey Current,Sentiment,2,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,25,0.5365419090246262,0.5365419090246262
BOJ,leading_economic_index,Leading Economic Index,Growth,2,leading_index_mom,Leading Index (MoM),Growth,2,22,0.536185337879387,0.536185337879387
BOC,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,62,0.5360557720729,0.5360557720729
RBA,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,1,24,0.535877373815066,0.535877373815066
FED,challenger_job_cuts,Challenger Job Cuts,Labor,3,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,33,-0.5358081400184745,0.5358081400184745
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,32,-0.5353859230160877,0.5353859230160877
RBA,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,1,25,0.5344653853206777,0.5344653853206777
BOE,consumer_confidence,Consumer Confidence,Sentiment,3,unemployment_rate,Unemployment Rate,Labor,1,74,0.5343141542286793,0.5343141542286793
BOE,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,industrial_production_yoy,Industrial Production (YoY),Growth,2,74,0.5338874993346119,0.5338874993346119
RBA,employment_change,Employment Change,Labor,1,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,2,24,0.5329764200702239,0.5329764200702239
FED,average_weekly_hours,Average Weekly Hours,Labor,2,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,33,0.5329657600010379,0.5329657600010379
FED,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,unemployment_rate,Unemployment Rate,Labor,1,35,-0.5327349228268373,0.5327349228268373
BOE,cpi_headline_mom,Headline CPI (MoM),Inflation,2,ppi_input_yoy,PPI Input (YoY),Inflation,3,60,0.5326044654445545,0.5326044654445545
RBNZ,balance_of_trade,Balance of Trade,Growth,2,cpi_headline_qoq,Headline CPI (QoQ),Inflation,1,25,-0.5318914281850583,0.5318914281850583
BOC,cfib_business_barometer,CFIB Business Barometer,Sentiment,2,new_housing_price_index_yoy,New Housing Price Index (YoY),Housing,2,41,0.5314265798477816,0.5314265798477816
FED,import_prices_mom,Import Prices (MoM),Inflation,3,private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,32,0.531374143641059,0.531374143641059
BOE,gdp_qoq,GDP (QoQ),Growth,1,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,24,0.531143414165677,0.531143414165677
BOJ,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,ppi_mom,PPI (MoM),Inflation,2,68,0.5310456509959033,0.5310456509959033
FED,import_prices_mom,Import Prices (MoM),Inflation,3,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,32,0.5302955232900234,0.5302955232900234
FED,jobless_claims_4week_average,Jobless Claims 4-Week Average,Labor,2,redbook_yoy,Redbook Retail Sales (YoY),Growth,3,164,-0.5300036626224791,0.5300036626224791
BOJ,consumer_confidence,Consumer Confidence,Sentiment,2,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,76,0.5294896622058938,0.5294896622058938
BOJ,industrial_production_yoy,Industrial Production (YoY),Growth,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,75,0.5291881029540321,0.5291881029540321
BOJ,ppi_yoy,PPI (YoY),Inflation,2,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,25,0.5290401835076389,0.5290401835076389
FED,import_prices_mom,Import Prices (MoM),Inflation,3,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,30,0.5288780074180878,0.5288780074180878
BOC,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,exports,Exports,Trade,2,75,0.5277422529062489,0.5277422529062489
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,export_prices_mom,Export Prices (MoM),Inflation,3,34,0.5277176891503931,0.5277176891503931
BOJ,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,75,0.5276141597095426,0.5276141597095426
FED,import_prices_mom,Import Prices (MoM),Inflation,3,nfp,Non-Farm Payrolls,Labor,1,32,0.5272135469307728,0.5272135469307728
BOE,consumer_confidence,Consumer Confidence,Sentiment,3,retail_sales_yoy,Retail Sales (YoY),Growth,1,72,0.5271832989273036,0.5271832989273036
SNB,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,2,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,2,68,0.5266311085087038,0.5266311085087038
FED,adp_employment_change,ADP Employment Change,Labor,2,retail_sales_mom,Retail Sales (MoM),Growth,1,30,0.5264577599261564,0.5264577599261564
FED,core_cpi_mom,Core CPI (MoM),Inflation,1,ppi_mom,PPI (MoM),Inflation,2,32,0.5263896071470682,0.5263896071470682
BOJ,consumer_confidence,Consumer Confidence,Sentiment,2,eco_watchers_current,Eco Watchers Survey Current,Sentiment,2,76,0.5258527748813416,0.5258527748813416
FED,core_cpi_mom,Core CPI (MoM),Inflation,1,unemployment_rate,Unemployment Rate,Labor,1,33,-0.525755929971193,0.525755929971193
FED,nfp,Non-Farm Payrolls,Labor,1,pce_price_index_mom,PCE Price Index (MoM),Inflation,1,30,0.5256350520790545,0.5256350520790545
BOJ,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,0.5254346394678546,0.5254346394678546
FED,cpi_headline_mom,Headline CPI (MoM),Inflation,2,nfp,Non-Farm Payrolls,Labor,1,31,0.5253327467389477,0.5253327467389477
FED,average_weekly_hours,Average Weekly Hours,Labor,2,ppi_mom,PPI (MoM),Inflation,2,34,0.5253211044038603,0.5253211044038603
ECB,construction_output_yoy,Construction Output (YoY),Growth,2,economic_sentiment,Economic Sentiment,Sentiment,2,74,0.5252307624120944,0.5252307624120944
BOJ,core_cpi_yoy,Core CPI (YoY),Inflation,1,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,0.5251393473607148,0.5251393473607148
FED,export_prices_yoy,Export Prices (YoY),Inflation,3,import_prices_mom,Import Prices (MoM),Inflation,3,36,0.5245135621642432,0.5245135621642432
BOC,ppi_yoy,PPI (YoY),Inflation,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,73,0.5241653293313346,0.5241653293313346
BOJ,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,services_pmi,S&P Global Services PMI,Growth,2,76,0.5239454375657062,0.5239454375657062
BOJ,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,25,0.5239434890301027,0.5239434890301027
BOJ,household_spending_mom,Household Spending (MoM),Growth,2,tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,2,75,0.5238085706387728,0.5238085706387728
